# BASE VAL1 VAL2
# color 0:255:0 0:0:255 100:100:100
35	37.5	7.5	12.5
107	45.0	7.5	20.0
179	40.0	22.5	45.0
251	27.5	42.5	40.0
323	30.0	27.5	17.5
395	20.0	40.0	25.0
467	25.0	27.5	22.5
539	35.0	10.0	25.0
611	45.0	17.5	35.0
683	42.5	12.5	27.5
755	55.0	7.5	27.5
827	55.0	10.0	45.0
899	45.0	5.0	37.5
971	37.5	5.0	30.0
1043	30.0	7.5	37.5
1115	22.5	22.5	17.5
1187	22.5	40.0	7.5
1259	17.5	35.0	15.0
1331	42.5	15.0	22.5
1403	45.0	12.5	25.0
1475	57.5	2.5	37.5
1547	42.5	12.5	35.0
1619	55.0	10.0	35.0
1691	45.0	10.0	35.0
1763	42.5	5.0	32.5
1835	42.5	2.5	32.5
1907	45.0	7.5	27.5
1979	45.0	12.5	30.0
2051	40.0	15.0	25.0
2123	40.0	12.5	35.0
2195	42.5	12.5	35.0
2267	30.0	17.5	17.5
2339	10.0	32.5	42.5
2411	10.0	37.5	57.5
2483	7.5	27.5	50.0
2555	5.0	32.5	45.0
2627	5.0	42.5	57.5
2699	17.5	42.5	60.0
2771	20.0	42.5	62.5
2843	10.0	40.0	47.5
2915	7.5	32.5	47.5
2987	15.0	22.5	40.0
3059	25.0	17.5	35.0
3131	27.5	15.0	47.5
3203	40.0	12.5	42.5
3275	45.0	7.5	37.5
3347	50.0	5.0	32.5
3419	55.0	10.0	25.0
3491	37.5	17.5	35.0
3563	12.5	37.5	52.5
3635	5.0	47.5	50.0
3707	10.0	52.5	45.0
3779	22.5	37.5	45.0
3851	15.0	30.0	37.5
3923	15.0	37.5	45.0
3995	12.5	32.5	50.0
4067	0.0	20.0	50.0
4139	15.0	25.0	30.0
4211	25.0	30.0	15.0
4283	32.5	20.0	17.5
4355	30.0	12.5	22.5
4427	35.0	20.0	30.0
4499	50.0	22.5	25.0
4571	52.5	30.0	25.0
4643	32.5	35.0	17.5
4715	30.0	20.0	25.0
4787	25.0	27.5	27.5
4859	15.0	22.5	35.0
4931	20.0	7.5	37.5
5003	37.5	0.0	35.0
5075	30.0	2.5	42.5
5147	25.0	5.0	55.0
5219	32.5	7.5	40.0
5291	32.5	10.0	42.5
5363	47.5	5.0	42.5
5435	42.5	20.0	17.5
5507	37.5	27.5	12.5
5579	27.5	45.0	27.5
5651	17.5	32.5	27.5
5723	12.5	35.0	37.5
5795	15.0	40.0	47.5
5867	10.0	30.0	37.5
5939	32.5	17.5	42.5
6011	15.0	25.0	25.0
6083	15.0	25.0	27.5
6155	27.5	15.0	42.5
6227	17.5	22.5	27.5
6299	20.0	17.5	37.5
6371	25.0	22.5	60.0
6443	37.5	15.0	52.5
6515	40.0	12.5	55.0
6587	40.0	12.5	55.0
6659	32.5	22.5	52.5
6731	47.5	25.0	55.0
6803	40.0	30.0	55.0
6875	35.0	35.0	47.5
6947	37.5	27.5	40.0
7019	27.5	37.5	10.0
7091	35.0	25.0	15.0
7163	35.0	30.0	20.0
7235	35.0	22.5	15.0
7307	17.5	20.0	32.5
7379	17.5	27.5	22.5
7451	32.5	35.0	22.5
7523	32.5	37.5	32.5
7595	10.0	40.0	37.5
7667	17.5	30.0	37.5
7739	62.5	12.5	37.5
7811	60.0	30.0	12.5
7883	45.0	27.5	20.0
7955	42.5	22.5	20.0
8027	55.0	20.0	47.5
8099	35.0	22.5	47.5
8171	27.5	32.5	20.0
8243	22.5	27.5	32.5
8315	12.5	27.5	27.5
8387	7.5	32.5	17.5
8459	17.5	27.5	2.5
8531	17.5	27.5	10.0
8603	12.5	45.0	27.5
8675	20.0	35.0	30.0
8747	30.0	27.5	22.5
8819	37.5	25.0	15.0
8891	42.5	42.5	2.5
8963	50.0	35.0	10.0
9035	40.0	30.0	12.5
9107	42.5	32.5	10.0
9179	32.5	20.0	17.5
9251	25.0	17.5	27.5
9323	35.0	12.5	35.0
9395	40.0	10.0	40.0
9467	32.5	0.0	35.0
9539	20.0	17.5	25.0
