# BASE VAL1 VAL2
# color 0:255:0 0:0:255 100:100:100
143	44.375	34.375	31.25
431	41.875	38.125	30.625
719	44.375	37.5	28.125
1007	44.375	36.25	25.0
1295	48.125	34.375	25.0
1583	46.875	35.625	28.75
1871	41.25	31.25	30.0
2159	43.75	28.125	28.75
2447	39.375	36.875	27.5
2735	30.0	48.125	24.375
3023	30.625	47.5	26.875
3311	28.75	46.25	30.625
3599	31.875	42.5	34.375
3887	28.125	46.25	36.875
4175	26.875	45.625	36.875
4463	25.0	55.0	27.5
4751	30.0	46.875	23.75
5039	40.0	47.5	23.125
5327	26.875	43.75	31.875
5615	22.5	45.625	31.25
5903	18.125	38.75	34.375
6191	15.625	43.125	38.75
6479	16.25	43.125	42.5
6767	17.5	37.5	39.375
7055	13.125	37.5	43.125
7343	22.5	33.75	40.0
7631	21.25	36.25	40.625
7919	31.875	36.875	29.375
8207	37.5	37.5	23.75
8495	36.25	34.375	15.625
8783	39.375	34.375	11.25
9071	43.125	38.75	9.375
9359	40.625	41.875	8.125
9647	40.625	40.625	8.75
9935	39.375	41.875	9.375
10223	40.0	45.0	8.125
10511	37.5	38.75	9.375
10799	36.25	41.25	7.5
11087	33.75	40.0	8.125
11375	36.25	38.125	5.625
11663	33.75	40.625	6.875
11951	34.375	38.125	6.25
12239	36.875	40.625	6.875
12527	36.25	50.625	10.625
12815	39.375	50.0	7.5
13103	35.0	43.75	3.125
13391	31.875	46.25	6.875
13679	39.375	48.125	6.875
13967	41.25	48.125	2.5
14255	27.5	40.625	15.625
14543	28.125	41.875	25.625
14831	34.375	41.25	23.75
15119	36.875	32.5	25.625
15407	26.25	40.625	36.875
15695	23.75	40.0	46.25
15983	35.625	28.75	47.5
16271	33.125	33.75	34.375
16559	26.875	50.0	31.25
16847	30.0	52.5	36.25
17135	29.375	46.875	29.375
17423	24.375	43.75	31.875
17711	31.875	35.625	47.5
17999	40.625	22.5	53.125
18287	36.875	28.75	48.75
18575	35.625	30.625	46.875
18863	39.375	31.25	46.875
19151	35.0	40.0	36.25
19439	29.375	46.875	29.375
19727	33.75	45.625	25.625
20015	26.25	45.0	31.875
20303	30.0	29.375	45.625
20591	39.375	18.75	41.875
20879	33.125	26.875	38.75
21167	28.125	41.875	35.625
21455	21.875	43.75	35.0
21743	31.25	32.5	44.375
22031	39.375	27.5	48.125
22319	40.625	28.75	49.375
22607	31.875	30.625	41.25
22895	18.75	31.875	36.875
23183	21.25	37.5	33.75
23471	23.75	29.375	43.75
23759	32.5	25.625	40.625
24047	35.625	28.75	30.625
24335	35.625	30.625	22.5
24623	28.125	32.5	28.75
24911	25.625	46.25	33.75
25199	33.75	41.25	29.375
25487	38.75	25.625	29.375
25775	29.375	33.125	31.875
26063	26.25	40.0	32.5
26351	19.375	33.75	42.5
26639	28.75	28.75	48.125
26927	33.125	26.875	43.75
27215	39.375	30.0	31.25
27503	40.625	30.625	18.125
27791	42.5	40.0	12.5
28079	40.0	35.625	15.0
