# BASE VAL1 VAL2
# color 0:255:0 0:0:255 100:100:100
4	25.0	10.0	45.0
13	40.0	5.0	40.0
22	30.0	5.0	35.0
31	25.0	5.0	30.0
40	25.0	10.0	35.0
49	25.0	10.0	30.0
58	30.0	15.0	35.0
67	30.0	10.0	30.0
76	30.0	20.0	30.0
85	35.0	25.0	25.0
94	45.0	25.0	20.0
103	55.0	20.0	15.0
112	55.0	25.0	15.0
121	65.0	20.0	10.0
130	60.0	20.0	15.0
139	65.0	10.0	20.0
148	60.0	5.0	20.0
157	55.0	5.0	20.0
166	50.0	5.0	25.0
175	45.0	15.0	25.0
184	30.0	20.0	25.0
193	30.0	30.0	25.0
202	35.0	35.0	30.0
211	30.0	40.0	25.0
220	40.0	45.0	20.0
229	40.0	40.0	20.0
238	45.0	30.0	25.0
247	55.0	25.0	25.0
256	55.0	20.0	15.0
265	60.0	10.0	20.0
274	50.0	15.0	25.0
283	55.0	20.0	25.0
292	50.0	20.0	25.0
301	55.0	30.0	20.0
310	50.0	30.0	20.0
319	40.0	35.0	15.0
328	40.0	45.0	5.0
337	45.0	50.0	5.0
346	45.0	45.0	5.0
355	35.0	40.0	20.0
364	25.0	40.0	25.0
373	30.0	45.0	30.0
382	25.0	55.0	30.0
391	20.0	55.0	35.0
400	20.0	55.0	40.0
409	25.0	60.0	35.0
418	35.0	65.0	25.0
427	40.0	65.0	20.0
436	40.0	55.0	20.0
445	40.0	40.0	25.0
454	35.0	35.0	25.0
463	35.0	30.0	25.0
472	35.0	25.0	35.0
481	35.0	25.0	30.0
490	35.0	25.0	35.0
499	45.0	30.0	25.0
508	50.0	35.0	20.0
517	45.0	45.0	15.0
526	40.0	60.0	20.0
535	45.0	60.0	15.0
544	40.0	60.0	25.0
553	40.0	60.0	25.0
562	35.0	55.0	30.0
571	40.0	55.0	30.0
580	45.0	50.0	35.0
589	50.0	35.0	25.0
598	40.0	30.0	30.0
607	50.0	30.0	15.0
616	60.0	35.0	10.0
625	55.0	45.0	10.0
634	60.0	50.0	10.0
643	50.0	50.0	5.0
652	45.0	60.0	5.0
661	40.0	60.0	10.0
670	40.0	60.0	15.0
679	35.0	60.0	20.0
688	40.0	50.0	20.0
697	35.0	35.0	25.0
706	40.0	35.0	25.0
715	35.0	20.0	30.0
724	35.0	20.0	30.0
733	35.0	25.0	20.0
742	45.0	30.0	20.0
751	40.0	35.0	25.0
760	40.0	35.0	25.0
769	45.0	40.0	15.0
778	40.0	35.0	20.0
787	50.0	45.0	20.0
796	40.0	35.0	25.0
805	40.0	35.0	25.0
814	40.0	30.0	35.0
823	40.0	40.0	35.0
832	35.0	40.0	35.0
841	30.0	50.0	35.0
850	30.0	40.0	40.0
859	25.0	45.0	50.0
868	30.0	40.0	55.0
877	30.0	35.0	45.0
886	30.0	35.0	40.0
895	40.0	35.0	40.0
904	45.0	35.0	45.0
913	40.0	45.0	40.0
922	45.0	45.0	25.0
931	45.0	50.0	15.0
940	45.0	45.0	15.0
949	45.0	45.0	15.0
958	50.0	55.0	10.0
967	50.0	55.0	10.0
976	50.0	60.0	5.0
985	45.0	55.0	5.0
994	55.0	50.0	10.0
1003	45.0	55.0	15.0
1012	40.0	50.0	10.0
1021	45.0	45.0	15.0
1030	35.0	40.0	15.0
1039	45.0	45.0	15.0
1048	45.0	50.0	10.0
1057	50.0	45.0	15.0
1066	50.0	55.0	15.0
1075	50.0	55.0	15.0
1084	55.0	50.0	15.0
1093	60.0	60.0	15.0
1102	60.0	60.0	15.0
1111	50.0	55.0	25.0
1120	50.0	55.0	20.0
1129	50.0	45.0	25.0
1138	40.0	40.0	20.0
1147	45.0	40.0	25.0
1156	35.0	25.0	35.0
1165	30.0	20.0	40.0
1174	35.0	25.0	30.0
1183	30.0	20.0	35.0
1192	25.0	25.0	30.0
1201	30.0	30.0	30.0
1210	35.0	30.0	30.0
1219	35.0	30.0	30.0
1228	35.0	30.0	30.0
1237	35.0	35.0	35.0
1246	40.0	45.0	25.0
1255	35.0	35.0	25.0
1264	40.0	35.0	20.0
1273	45.0	35.0	15.0
1282	50.0	40.0	10.0
1291	55.0	35.0	0.0
1300	50.0	25.0	0.0
1309	45.0	25.0	10.0
1318	45.0	25.0	15.0
1327	35.0	20.0	20.0
1336	30.0	30.0	25.0
1345	25.0	30.0	25.0
1354	25.0	35.0	25.0
1363	40.0	40.0	20.0
1372	45.0	45.0	20.0
1381	45.0	50.0	15.0
1390	55.0	45.0	15.0
1399	45.0	40.0	25.0
1408	50.0	40.0	30.0
1417	40.0	45.0	35.0
1426	45.0	45.0	35.0
1435	45.0	40.0	35.0
1444	35.0	45.0	35.0
1453	45.0	40.0	30.0
1462	50.0	45.0	15.0
1471	50.0	35.0	20.0
1480	55.0	25.0	15.0
1489	50.0	30.0	10.0
1498	45.0	30.0	15.0
1507	45.0	30.0	15.0
1516	40.0	35.0	20.0
1525	40.0	35.0	20.0
1534	45.0	45.0	15.0
1543	45.0	50.0	15.0
1552	45.0	40.0	20.0
1561	55.0	40.0	15.0
1570	50.0	35.0	15.0
1579	50.0	30.0	15.0
1588	55.0	30.0	15.0
1597	50.0	25.0	25.0
1606	55.0	25.0	30.0
1615	55.0	20.0	35.0
1624	50.0	30.0	30.0
1633	50.0	35.0	30.0
1642	35.0	40.0	30.0
1651	30.0	40.0	25.0
1660	35.0	50.0	25.0
1669	45.0	50.0	15.0
1678	55.0	45.0	10.0
1687	60.0	40.0	15.0
1696	55.0	40.0	20.0
1705	65.0	40.0	20.0
1714	55.0	35.0	20.0
1723	50.0	25.0	20.0
1732	40.0	35.0	25.0
1741	35.0	30.0	20.0
1750	40.0	30.0	20.0
1759	40.0	40.0	20.0
1768	40.0	40.0	20.0
1777	55.0	45.0	20.0
1786	55.0	40.0	15.0
1795	50.0	40.0	20.0
1804	55.0	35.0	20.0
1813	50.0	30.0	20.0
1822	45.0	25.0	15.0
1831	45.0	15.0	20.0
1840	40.0	15.0	20.0
1849	35.0	20.0	25.0
1858	40.0	20.0	25.0
1867	30.0	20.0	25.0
1876	30.0	30.0	30.0
1885	25.0	25.0	35.0
1894	25.0	30.0	30.0
1903	35.0	35.0	25.0
1912	30.0	30.0	30.0
1921	30.0	25.0	35.0
1930	35.0	25.0	35.0
1939	40.0	20.0	35.0
1948	50.0	30.0	30.0
1957	45.0	30.0	25.0
1966	40.0	30.0	25.0
1975	50.0	40.0	10.0
1984	40.0	40.0	10.0
1993	45.0	40.0	5.0
2002	40.0	40.0	5.0
2011	35.0	40.0	10.0
2020	35.0	40.0	20.0
2029	30.0	40.0	20.0
2038	30.0	40.0	20.0
2047	45.0	40.0	20.0
2056	50.0	35.0	20.0
2065	55.0	35.0	20.0
